"station","year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total"
"AUB",2011,2.25,6.32,12.13,0.58,2.67,2.97,0,0,0,2.9,0.84,0.03,30.69
"AUB",2012,0.9,1.81,10.15,6.47,0.09,0.21,0.03,0,0,1.95,7.93,11.19,40.73
"AUB",2013,0.63,0.5,1.49,1.64,0.72,0.89,0,0,0.37,0.19,1.68,0.41,8.52
"BAL",1990,5.35,3.76,2.61,0.72,2.27,0,0,0,0.4,0.01,0.92,1.01,17.05
"BAL",1991,1.55,1.16,15.22,0.29,0.4,0.39,0.05,0,0.05,2.3,1.44,3.32,26.17
"BAL",1992,1.86,8.17,4.56,0.11,0.29,0.02,3.87,0,0.03,4.41,0.01,7.96,31.29
"BAL",1993,12.84,7.79,5.15,1.2,0.2,1.63,0,0,0,0.68,3.27,2.09,34.85
"BAL",1994,1.84,6.76,0.92,3.07,1.48,0,0,0,1.85,2.51,4.37,2.91,25.71
"BAL",1995,13.93,2.05,15.44,3.54,4.89,1.02,0.04,0,0,0.02,0.06,4.23,45.22
"BAL",1996,6.96,7.98,3.63,3.64,2.41,0.01,0,0,0,2.1,7.75,12.61,47.09
"BAL",1997,13.67,0.89,0.16,0.05,0.02,0.08,0.04,0,0.13,0.66,4.5,3.65,23.85
"BAL",1998,7.7,13.92,5.94,4.96,5.42,5.49,0,0,3.15,0.6,2.42,1.05,50.65
"BAL",1999,6.81,3.64,2.46,2.16,0.45,0.81,0.12,0,0.47,0.04,1.42,0.01,18.39
"BAL",2000,7.71,11.67,2.05,2.66,1.67,0.78,0,0,0.41,2.5,0.46,0.32,30.23
"BAL",2001,4.81,5.13,1.63,4.26,0,0,0.09,0,0,1,3.85,5.78,26.55
"BAL",2002,1.84,0.96,3.13,1.3,1.17,0,0,0,0,0,5.99,7.44,21.83
"BAL",2003,0.37,4.79,3.51,5.05,2.6,0,0.02,0.09,0.09,0.03,2.36,6.41,25.32
"BAL",2004,2.3,5.68,1.36,0.15,0.18,0,0,0,0,5.46,1.68,7.13,23.94
"BAL",2005,4.8,1.65,6.6,2.23,3.88,0,0,0,0,0,0.39,9.56,29.11
"BAL",2006,7.69,3.31,10.78,9.16,0.71,0,0.03,0,0,0.79,0.42,1.09,33.98
"BAL",2007,0.82,6.81,1.77,1.43,0.22,0,0,0.27,0.33,0.58,0.25,2.58,15.06
"BAL",2008,8.01,7.62,0.8,0,1.06,0,0.11,0,0,0.57,2.71,4.07,24.95
"BAL",2009,3.21,5.47,2.01,1.25,1.07,0.73,0,0,0,6.11,0.31,6.97,27.13
"BAL",2010,7.67,8,2.21,4.37,0.95,0,0,0,0,5.17,3.83,20.01,52.21
"BAL",2011,3.49,4.88,11.48,1.36,3.13,1.37,0.04,0,0.2,2.47,1.59,0,30.01
"BAL",2012,4.82,1.72,4.79,3.83,0.11,0.13,0,0,0,0.68,3.86,6.68,26.62
"BAL",2013,1.69,1.07,1.44,0.32,0.42,0,0.05,0.03,0.14,0.94,0.35,0.74,7.19
"BAL",2014,0.78,4.2,2.09,2.41,0.45,0,0.04,0,0.59,NA,NA,NA,10.56
"BBE",1990,2.76,5.64,1.42,0.73,0.41,0.1,0.74,0.04,0,0,0.64,0.87,13.35
"BBE",1991,1.88,3.82,7.59,0,0.09,0,1.48,0.39,0.69,1.04,0.54,3.05,20.57
"BBE",1992,2.46,5.94,4.18,0.38,0.4,0,0.89,2.09,0.02,1.55,0,6.46,24.37
"BBE",1993,21.15,12.42,0.45,0,0.35,1.2,0,0,0,0,1.29,0.94,37.8
"BBE",1994,0.58,4.57,2.74,0.61,0.13,0,0.15,0.33,0,0.7,1.14,1.95,12.9
"BBE",1995,8.93,2.25,3.8,0.31,0.16,0.05,0.2,0.26,0.03,0,0,0.96,16.95
"BBE",1996,1.56,3.58,1.85,0.39,0.23,0,0.53,0.34,0.37,0.77,2.93,1.97,14.52
"BBE",1997,2.29,0.34,0.23,0.23,0,0.27,0.25,0,0,0.15,1.48,2.25,7.49
"BBE",1998,2,7.23,2.15,1.22,1.08,0,0,0.01,1.16,0.13,0.58,0.03,15.59
"BBE",1999,4.15,0.17,0.16,1.59,1.08,0.26,2.59,0.07,0,0,0,0,10.07
"BBE",2000,0.7,4.38,0.87,0.88,0.02,0.02,0.02,1.14,0.01,0.44,0.17,0.06,8.71
"BBE",2001,1.54,3.54,1.37,0.73,0.09,0,0.39,0.01,1.28,0,2.04,0.41,11.4
"BBE",2002,0.31,0.23,1.14,0.34,0,0,0.15,0,0.41,0.13,2.94,4.7,10.35
"BBE",2003,0.18,5.5,3.82,1.77,0.92,0.02,0.27,2,0.48,0,1.54,3.77,20.27
"BBE",2004,0.3,3.29,1.18,0.35,0,0.05,0,1.58,0.11,7.44,2.92,3.86,21.08
"BBE",2005,18.37,5.45,3.4,1.24,1.15,0,1.42,0.77,0.83,2.55,0,0.18,35.36
"BBE",2006,2.63,2.88,5.09,2.91,NA,0.51,2.51,NA,0.62,0.01,0.08,1.04,18.28
"BBE",2007,0.2,1.22,0.6,0.47,0,0,0.22,0.16,0.75,0.1,1.7,3.25,8.67
"BBE",2008,12.64,5.29,0.3,0,0.13,0,0.7,0.38,0.05,0.1,1.33,5.7,26.62
"BBE",2009,0.73,2.35,0.51,0.58,0.01,0.23,0.36,0,0.05,0.4,1.48,6.74,13.44
"BBE",2010,14.24,5.37,0.78,0.92,0.4,0,0.8,0.21,0.12,2.11,2.29,15.92,43.16
"BBE",2011,0.72,4.39,2.77,1.4,0.76,0,1.88,0.18,1.29,1.65,1.14,1.97,18.15
"BBE",2012,1.24,2.03,3.28,2.15,0.05,0,1.52,3.48,0,0.07,0.83,2.38,17.03
"BBE",2013,1.49,2.18,1.02,0.05,0.55,0,1.18,0.85,1.09,0.76,0.6,1.02,10.79
"BCA",1990,2.35,3.38,1.34,1.29,1.22,0.2,0.94,0.72,1.01,0.18,0.57,0.97,14.17
"BCA",1991,0.01,0.73,6.31,0.35,1.67,0.66,1.44,0.63,1.65,2.32,2.37,1.3,19.44
"BCA",1992,0.52,2.69,1.98,0.81,0.45,0.95,0.68,1.37,0.18,2.43,0.07,8.94,21.07
"BCA",1993,6.2,6.15,2.14,0.55,0.99,1.04,0,0,0.2,2.64,1.43,1.41,22.75
"BCA",1994,0.2,3.85,1.01,0.23,2.39,0,0,0,0.33,0.5,4.12,1.76,14.39
"BCA",1995,8.24,0.84,8.54,2,2.95,1.39,1.12,0,0,0,0.4,4.36,29.84
"BCA",1996,7.09,6.71,3.01,2.21,2.93,0.48,0.19,0.53,1,0.22,2.42,14.92,41.71
"BCA",1997,10.01,0.33,0.84,0.49,0.24,0.95,0.21,0,0.17,1.1,3.16,2.09,19.59
"BCA",1998,4.52,4.28,3.84,0.42,2.23,3.55,0.06,0.11,2.89,0.95,3.56,1.52,27.93
"BCA",1999,6.18,5.89,2.64,1.24,0.25,0.69,0.03,0.58,0.08,1.04,0.99,0.66,20.27
"BCA",2000,6.96,5.66,0.51,1.23,1.2,0.2,0,0.51,0.43,0.82,0.98,0.27,18.77
"BCA",2001,0.89,0.91,1.23,1.03,0.08,0.06,0.81,0,0.46,0.4,3.73,5.46,15.06
"BCA",2002,1.64,1.22,2.41,1.39,0.24,0.03,0.87,0,0,0.03,3.69,6.66,18.18
"BCA",2003,1.11,1,1.29,2.91,0.76,0.24,1.22,1.54,0.29,0.04,0.72,5.65,16.77
"BCA",2004,1.13,4.4,0.64,0.07,0.64,0.34,0,0,0.21,3.77,1.74,4.8,17.74
"BCA",2005,4.69,0.83,4.13,1.33,1.85,0.74,0.17,0.09,0.18,1.17,1.23,12.77,29.18
"BCA",2006,4.21,3.35,3.92,4.8,0.47,0.23,0.05,0.01,0,0.69,1.75,1.73,21.21
"BCA",2007,0.64,4.95,0.69,0.92,0.47,0.26,0.02,0.07,0.82,1.52,0.55,2.55,13.46
"BCA",2008,6.28,2.9,0.6,0.01,1.2,0,0.05,0,0.02,0.34,2.18,2.52,16.1
"BCA",2009,1.2,2.08,3.87,0.59,1.35,0.9,0.04,0.05,0.02,2.08,0.85,3.74,16.77
"BCA",2010,3.87,2.46,2.37,3.11,0.94,0.19,0.08,0.5,0.05,5.52,3.9,7.58,30.57
"BCA",2011,0.46,5.07,7.73,1.03,1.71,2.46,0.65,0.03,0.58,1.08,1.14,0,21.94
"BCA",2012,3.44,1.1,3.8,1.6,0.54,0.54,1.07,1.03,0.32,1.03,2.94,8.13,25.54
"BCA",2013,0.3,0.06,1.31,0.22,1.61,0.23,0.36,0.01,0.49,0.54,0.47,0.84,6.44
"BCA",2014,1.27,5.33,1.9,0.69,0.83,0,1.34,0.97,0.43,NA,NA,NA,12.76
"BCM",1996,18.43,20.01,7.18,5.87,8,0.61,0,0,1.43,3.66,10.15,43.02,118.36
"BCM",1997,29.46,0.79,4.27,3.72,1.05,1.19,0.16,1.23,0.89,5.96,15.01,7.51,71.24
"BCM",1998,32.71,28.76,10.56,9.16,10.43,1.68,0,0,1.16,2.43,20.67,5.83,123.39
"BCM",1999,15.96,24.21,7.1,5.28,0.53,0.62,0,0.23,0,4.05,10.63,1.82,70.43
"BCM",2000,15.88,31.13,7.42,3.24,2.77,0.86,0,0,1.12,8,2.79,5.07,78.28
"BCM",2001,7.59,15.86,4.52,4.66,0.04,0.38,0,0,0.68,2.85,16.84,25.6,79.02
"BCM",2002,8.95,5.85,9.32,2.9,1.59,0,0.03,0,0,0,7.73,37.55,73.92
"BCM",2003,11.21,5.01,8.09,15.22,4.27,0,0,0.99,0,0.46,6.81,28.36,80.42
"BCM",2004,8.9,21.34,3.84,2.77,0.77,0,0,0,0.41,9.43,3.2,17.24,67.9
"BCM",2005,10.55,6.25,13.15,5.37,13.34,3.17,0,0,0.42,0.66,10.17,39.36,102.44
"BCM",2006,12.87,10.74,23.05,16.2,1.44,0.41,0,0,0,0.51,7.92,14.54,87.68
"BCM",2007,1.81,25.21,1.65,6.16,1.54,0.48,0.81,0,0.9,4.92,1.85,11.78,57.11
"BCM",2008,17.09,8.92,1.6,1.54,0.79,0,0,0,0,4.58,5.92,11.55,51.99
"BCM",2009,4.94,11.1,5.94,2.1,8.96,0.71,0,0.05,0.23,4.03,2.98,9.92,50.96
"BCM",2010,21.29,8.62,9.22,12.82,5.26,0.58,0,0.02,0.34,11.83,13.86,26.78,110.62
"BCM",2011,3.42,14.25,26.86,4.87,8.68,4.11,0,0,0.63,6.59,3.3,0.46,73.17
"BCM",2012,13.69,4.88,27.23,7.91,0.34,1.22,0.01,0.04,0,4.93,18.36,26.83,105.44
"BCM",2013,1.68,1.05,6.88,2.16,0.84,3.09,0.02,0,NA,1.01,2.8,0.63,20.16
"BCM",2014,1.44,19.49,16.36,2.16,0.87,0,0.04,0.63,1.32,NA,NA,NA,42.31
"BCR",1990,13.64,7,4.18,2.39,10.85,0,0,0.37,0.39,2.2,1.8,3.4,46.22
"BCR",1991,1.3,5.08,30.77,2,3.25,1.61,0,0.05,0,5.97,3.53,6.35,59.91
"BCR",1992,4.63,19.65,8.64,4.16,0,2.71,0,0,0,7.07,1.26,18.42,66.54
"BCR",1993,23.95,17.1,9.28,5.32,4.69,3.18,0,0.32,0,2.78,2.51,10.78,79.91
"BCR",1994,6.19,12.6,1.92,5.53,2.49,0.07,0,0,0.28,1,10.03,14.94,55.05
"BCR",1995,35.67,3.07,32.5,11.1,3.97,NA,0,0,0,0,0,15.53,101.84
"BCR",1996,14.18,19.26,6.92,9.52,9.15,0.51,0,0,1.14,4.19,9.37,43.85,118.09
"BCR",1997,30.47,0.62,3.97,3.58,0,1.04,0,0,0.91,5.59,13.8,6.49,66.47
"BCR",1998,30.9,23.85,9.76,7.86,9.51,1.13,0,0,0.95,2.1,17.03,6.72,109.81
"BCR",1999,12.35,17.78,7.5,2.57,0.63,0.34,0,0.21,0,4.2,9.43,2.36,57.37
"BCR",2000,14.86,27.33,7.63,3.28,3.91,0.88,0,0,0.9,8.14,2.31,5.09,74.33
"BCR",2001,4.28,12.18,3.58,3.84,0.05,0.2,0,0,0.69,2.52,17.21,19.8,64.35
"BCR",2002,7.91,4.93,8.13,1.61,1.43,0,0.03,0,0,0,7.01,37.55,68.6
"BCR",2003,8.9,4.71,8.01,13.64,4,0,0,0.99,0,0.3,6.45,26.89,73.89
"BCR",2004,6.47,18.99,2.48,2.73,0.84,0,NA,NA,NA,10.24,2.69,16.71,61.15
"BCR",2005,8.51,3.84,13.41,5.45,14.33,2,0,0,0,0.63,9.82,43.46,101.45
"BCR",2006,14.32,7.44,29.57,20.71,1.35,0,0,0,0,0.34,7.57,14.68,95.98
"BCR",2007,1.79,23.26,1.27,5.94,1.54,0.51,0.71,NA,0.93,4.33,1.57,11.67,53.52
"BCR",2008,13.41,12.11,1.49,1.46,0.84,0,0,0,0,4.25,6.25,11.45,51.26
"BCR",2009,5.04,11.1,5.97,2.06,9,0.71,0,0.02,0.23,3.78,3,5.39,46.3
"BDE",1997,4.52,0.78,0,0.75,0.12,2.87,0.39,0.01,0.51,0.02,0.86,0.82,11.65
"BDE",1998,1.33,5.92,1.93,0.54,1.08,2.08,NA,0.04,1.68,0.68,0.51,0.68,16.47
"BDE",1999,2.21,1.83,0.53,3.69,0.14,0.19,0,0.43,0.53,0.09,0.17,0,9.81
"BDE",2000,1.47,1.35,0.5,0.62,0.13,0.96,0,1.19,0.05,0.46,0.06,0.05,6.84
"BDE",2001,1.51,0.91,1.89,1.87,0.14,0,0.69,0.14,0,0.07,1.21,3.01,11.44
"BDE",2002,0.25,0.07,0.91,1.26,0.22,0,0.31,0.15,0.23,0.21,2.24,2.47,8.32
"BDE",2003,0.15,1.42,1.21,0.54,0.19,0.04,1.49,0.62,0.42,0.05,0.69,2.51,9.33
"BDE",2004,0.43,1.41,0.33,0.37,0.5,0.2,0.19,0.5,0.07,0.96,1.39,1.35,7.7
"BDE",2005,3.05,0.68,1.13,0.76,0.84,0.02,0.17,0.4,0.1,0.3,0.21,4.54,12.2
"BDE",2006,1.47,0.79,0.59,0.75,0.94,0.14,0.74,0,0,0.66,0.05,0.91,7.04
"BDE",2007,0.77,1.27,0.24,1.54,0.11,0,0.2,1.81,0.56,0.46,0.2,1.24,8.4
"BDE",2008,3.59,1.89,0.05,0,2.47,0.02,0,0,0,0.5,0.77,1.41,10.7
"BDE",2009,0.7,0.78,1.81,0.61,0.37,1.85,0.28,0.39,0.02,1.13,0.17,0.9,9.01
"BDE",2010,1.23,1.42,0.4,0.93,0.28,0,1.21,0,0,1.85,0.97,2.26,10.55
"BDE",2011,0.17,2.55,2.77,0.33,0.31,0,1.58,0.02,0.33,0,0.33,0.2,8.59
"BDE",2012,1.55,0.34,0.9,0.23,0.33,0.21,0.63,1.67,0.36,0.35,0.59,3.57,10.73
"BDE",2013,0.3,0.39,0.12,0.55,0.01,0,1.26,1.04,0.46,0.42,0.32,0.42,5.29
"BDG",1990,1.2,0,0,1.38,0.28,0.1,0.33,0.26,0.42,0,0,0.25,4.22
"BDG",1991,0.5,0.5,3.8,0.09,0.12,1.04,0.16,0.94,0.27,0.88,0.38,0.27,8.95
"BDG",1992,0.21,0.57,0.24,0.02,0.59,0.57,1.32,0.99,0.03,0.28,0,2.51,7.33
"BDG",1993,1.95,1.96,0.6,0,0.22,0.3,0,0.1,0,0.14,0.36,0.3,5.93
"BDG",1994,0.2,1,0.5,0.3,2.4,0,0.05,0,0.6,0.7,1.1,0.3,7.15
"BDG",1995,3.2,0.45,6,0.05,1.55,0.95,0,0,0,0,0,2.4,14.6
"BDG",1996,2,3,1.1,0.7,0.3,0,0.5,0.4,0,0.7,2.6,3.2,14.5
"BDG",1997,4,2.2,0.1,0,0.2,3,0,0,0.1,0,1.3,0.6,11.5
"BDG",1998,1.7,3.3,2.2,0,1.6,0.8,0.3,0.09,1.3,0.3,0.6,0.27,12.46
"BDG",1999,2.1,1.4,0.4,0.9,0.01,0,0.2,0.4,0.3,0.1,0.3,0,6.11
"BDG",2000,2.7,1.5,0.5,0.5,0,0.1,0.1,1,0,0.5,0,0,6.9
"BDG",2001,0.9,0.9,0.4,1.15,0.11,0,0.64,0.02,0.06,0.2,1.61,2.53,8.52
"BDG",2002,0.17,0.7,0.47,0.54,0.06,0,0.37,0.31,0.08,0.08,2.76,2.25,7.79
"BDG",2003,0.04,0.62,0.55,0.64,0.06,0,2.15,0.75,0.6,0,1.14,3.1,9.65
"BDG",2004,0.7,2.14,0.12,0.32,0.26,0.31,0,0.56,0,1.7,1.26,1.57,8.94
"BDG",2005,3.76,1.18,2.23,0.29,1.55,0.2,0.36,0.64,0.2,0.45,0.26,4.64,15.76
"BDG",2006,3.97,2.23,1.28,1.56,0.16,0.24,0.91,0,0,0.35,0.02,0.15,10.87
"BDG",2007,0.28,2.32,0,1.09,0,0,0.17,1.37,1.26,0.27,1.25,0.82,8.83
"BDG",2008,4.64,2.45,0.19,0,1.47,0.01,0,0.2,0,0.65,0.69,0.81,11.11
"BDG",2009,1.1,0.79,2.04,0.2,0.46,0.72,0.03,0.98,0.25,0.58,0.58,1.83,9.56
"BDG",2010,2.18,2.09,0.55,0.99,0.27,0,0.68,0.05,0,2.34,1.1,4.52,14.77
"BDG",2011,0.73,1.65,1.5,0.49,0.17,1.32,0.45,0.05,0.36,0.58,0.21,0,7.51
"BDG",2012,2.43,0.17,0.59,1.11,0.06,0.01,0.02,NA,NA,0.46,0.6,4.63,10.08
"BDG",2013,0.25,0.04,0.44,0.14,0.31,0.22,1.23,0.37,0.37,0.4,0.12,0.31,4.2
"BDG",2014,1.19,0.81,1.41,0.26,1.24,0.19,1.33,1.29,0.54,NA,NA,NA,8.26
"BFK",1990,0.85,0.93,0.45,0.18,0.29,0,0,0,0.05,0.03,0.47,0.26,3.51
"BFK",1991,0.62,0.13,4.33,0.06,0,0,0,0,0.01,0.3,0.01,1.04,6.5
"BFK",1992,1.56,2.14,1.86,0,0.08,0,0.03,0,0,0.92,0,1.81,8.4
"BFK",1993,2.33,2.02,1.76,0,0,0.48,0,0,0,0.1,0.79,0.62,8.1
"BFK",1994,0.57,1.34,0.97,1.06,0.27,0,0,0.01,0.09,0.08,0.98,1.32,6.69
"BFK",1995,2.29,0.87,3.39,0.79,0.35,0.12,0,0,0,0,0,2.03,9.84
"BFK",1996,1.08,2.49,0.78,0.12,0.02,0,0,0,0,0.94,0.85,1.71,7.99
"BFK",1997,1.87,0.8,0.21,0,0,0,0,0,0.05,0.25,1.7,0.97,5.85
"BFK",1998,1.32,5.36,2.51,0.87,1.33,0.3,0,0,0.31,0.24,0.46,0.53,13.23
"BFK",1999,3.9,0.46,0.21,0.83,0,0,0,0,0,0,0.36,0.13,5.89
"BFK",2000,1.52,1.62,1.29,0.57,0.08,0.06,0,0,0,0.39,0,0,5.53
"BFK",2001,1.81,1.99,0.73,0.81,0,0,0.05,0,0,0.22,1.08,0.66,7.35
"BFK",2002,0.52,0.26,0.43,0.25,0.13,0,0,0,0,0,1.3,1.4,4.29
"BFK",2003,0.03,1.5,0.37,1.19,0.16,0,0,0.04,0.05,0.2,0.32,1.3,5.16
"BFK",2004,0.56,1.63,0.53,0.02,0,0,0,0,0,1.54,0.18,1.09,5.55
"BFK",2005,2.51,1.52,1.11,0.51,0.74,0,0,0.01,0.08,0.17,0.23,1.11,7.99
"BFK",2006,0.76,0.28,1.91,1.99,0.3,0,0,0,0,0.29,0.02,0.6,6.15
"BFK",2007,0.21,0.99,0.44,0.51,0,0,0,0,0.13,0.28,0.06,0.36,2.98
"BFK",2008,0.65,0.34,0,0,0.08,0,0,0,0,0,1.06,0.63,2.76
"BFK",2009,0.38,1.84,0.36,0.41,0.35,0.06,0,0,0.01,0.08,0.1,1.66,5.25
"BFK",2010,1.82,1.77,0.25,1.14,0.27,0,0,0,0,0.59,0.84,5.82,12.5
"BFK",2011,0.4,0.49,1.67,0.21,0.23,0.08,0,0,0,0.55,0.76,0,4.39
"BFK",2012,0.44,0.29,1.27,1.62,0,0,0.02,0,0,0.02,0.1,0.65,4.41
"BFK",2013,0.83,0.6,0.83,0.05,0.05,0,0,0,0,0.03,0.94,0.1,3.43
"BFK",2014,0.12,0.32,0.36,0.5,0.04,0,0,0,0.01,NA,NA,NA,1.35
"BFS",1997,0.79,0.04,0,0,0,0,0.23,0,1.46,0,1.39,1.23,5.14
"BFS",1998,0.52,4.22,0.79,0.21,0.37,0,0.44,0.47,0.74,0,0,0,7.76
"BFS",1999,0,0.28,0.01,1.24,0,0.6,2.07,0,0.63,0,0,0,4.83
"BFS",2000,0,0.54,0.11,0.13,0,0,0,0.32,0,0.6,0,NA,1.7
"BFS",2001,1.07,2.06,0.67,0,NA,NA,0,0,0.5,0.14,0.62,0.32,5.38
"BFS",2002,0,0,0.15,0.1,0,0,0.14,0,0.4,0.07,0.36,0.51,1.73
"BFS",2003,0,1.58,1.12,0.98,0.01,0,0.49,0.07,0,0,1.37,0.32,5.94
"BFS",2004,0.34,2.37,0.92,0.91,0.3,0.06,0,0.61,0.3,2.26,1.17,1.72,10.96
"BFS",2005,2.3,2.39,1.34,0.1,0.11,0,1.14,0.26,0.71,1.33,0.03,0,9.71
"BFS",2006,0.19,0.1,0.67,0.6,0.01,0.01,0.2,0,0,0.01,0,0.47,2.26
"BFS",2007,0,0.2,0,0.24,0,0,0.01,0.01,0,0,1.2,0.27,1.93
"BFS",2008,1.39,0.04,0,0,0.1,0,0.85,0,0.12,0,0.65,1.9,5.05
"BFS",2009,0.01,0.73,0,0.09,0.04,0,0,0.01,0,0,0.01,0.46,1.35
"BFS",2010,2.69,1.71,0.22,0.64,0,0,0,1.01,0,1.13,1.12,7.07,15.59
"BFS",2011,0.01,0.52,0.24,0.07,0,0,0.2,0.58,0.34,0.31,0.81,0.28,3.36
"BFS",2012,0.17,0.15,0.21,0.64,0,0,0.3,0.06,0,0.13,0,0.74,2.4
"BFS",2013,0.43,0.23,0.41,0,0,0,0.33,0.57,0.14,0,1.06,0,3.17
"BFS",2014,0,0.09,0.54,0.3,0.36,0,0.08,0.78,0.06,NA,NA,NA,2.21
"BGB",1990,7.06,3.39,2.45,0.57,6.25,0.31,0.2,0.24,0.41,1.04,1.13,1.97,25.02
"BGB",1991,1.9,3.58,8.07,1.39,0.72,0.7,1.08,0.44,0.1,1.92,2.87,3.28,26.05
"BGB",1992,1.56,5.15,3.58,3.6,0,1.5,0.02,0,0.05,3.39,2.59,9.03,30.47
"BGB",1993,10.89,4.36,3.77,4.57,4.61,0.57,0,0.41,0.43,1.04,0.9,6.1,37.65
"BGB",1994,5.6,4.16,0.56,1.32,1.02,0.1,0,0,0,0.04,7.12,6.16,26.08
"BGB",1995,17.97,1.58,13.9,6,1.41,1.64,0.2,0,0,0.05,0.6,13.95,57.3
"BGB",1996,10.25,6.44,3.79,3.62,2.58,0.35,0.17,0,0.63,3.07,4.25,17.14,52.29
"BGB",1997,7.7,1.76,2.41,2.88,0.74,0.9,0.64,0.58,0.87,2.79,6.63,3.33,31.23
"BGB",1998,14.21,13.83,6.71,2,3.7,0.94,0,0.01,0.71,1.71,10.77,3.83,58.42
"BGB",1999,5.06,11.59,4.06,1.37,0.51,0.11,0,0.32,0.04,1.92,5.62,2.58,33.18
"BGB",2000,9.53,8.1,2.39,2.73,1.97,0.29,0,0,0.5,2.56,1.68,2.97,32.72
"BGB",2001,3.93,3.85,2.8,1.36,0.54,0.21,0.17,0,1.14,0.89,10.5,8.93,34.32
"BGB",2002,5.36,4.49,2.01,1.22,0.76,0,0.37,0,0,0,5.52,18.91,38.64
"BGB",2003,4.25,2.07,5.22,6.53,1.57,0.01,NA,3.02,0.81,0,4.57,10.31,38.36
"BGB",2004,5.53,8.87,2.68,1.34,0.43,0.3,0.06,0,0.02,3.81,1.17,7.56,31.77
"BGB",2005,4.58,1.69,6.38,3.01,5.16,1.28,0,0,0,0.63,4.08,17.2,44.01
"BGB",2006,8.46,3.61,6.85,3.77,0.96,2.2,0.1,0.02,0,0.38,5.68,7.02,39.05
"BGB",2007,1.07,7.19,1.1,2.17,0.9,0.15,0.2,0.01,0,4.54,1.22,5.65,24.2
"BGB",2008,10.69,5.04,1.49,0.78,1.03,0.6,0,0.01,0,1.9,4.35,3.76,29.65
"BGB",2009,1.35,5.56,3.62,0.81,3.69,1.49,0,0.19,0.33,3.51,2.52,3.29,26.36
"BGB",2010,8.27,5.14,1.79,8.64,2.93,0.7,0.08,0.02,0.35,6.91,4.41,10.15,49.39
"BGB",2011,1.3,3.08,9.51,2.73,1.79,2.65,0.12,0,0.11,3.26,2.95,0.52,28.02
"BGB",2012,7.22,1.76,9.86,2.83,0.22,0.42,0.4,0,0,1.37,6.58,10.3,40.96
"BGB",2013,1.34,0.9,2.41,1.52,0.88,0.58,0,0.91,2.01,0.01,1.15,0.83,12.54
"BGC",1990,5.39,3.42,2.15,2.59,2.47,0,0,0.07,0.96,0.08,1,2.01,20.14
"BGC",1991,1.03,1.79,14.37,1.2,1.3,0.52,0,0,0,3.33,0.11,3.39,27.04
"BGC",1992,2,7.61,4.28,0.03,0,0.2,2.35,0,0.1,4.5,0.2,9.97,31.24
"BGC",1993,16.01,10.62,5.8,1.4,1.3,1.9,0,0,0,0.17,1.75,2.5,41.45
"BGC",1994,2.1,7.2,1.1,2.92,2.29,0,0,0,0.96,4.1,6.8,3.64,31.11
"BGC",1995,18.6,1.5,23.3,5.6,3.91,2.06,0.08,0,0,0,0.08,6.96,62.09
"BGC",1996,6.48,9.48,4.66,3.93,2.8,0.58,0.26,0.26,0,3.24,7.02,11.91,50.62
"BGC",1997,16.35,0.78,0.22,0.5,0.02,0.43,0.33,0,0.15,1.08,4.56,3.73,28.15
"BGC",1998,8.78,16.58,8.68,4.29,6.49,3.02,0.03,0.03,1.99,0.76,3.35,2.07,56.07
"BGC",1999,6.35,5.36,3.22,3.49,0.68,1.39,0.99,0.04,0.23,0,2.48,0.05,24.28
"BGC",2000,9.71,12.17,1.72,3.28,1.95,1.06,0,0,0.5,4.34,0.55,0.64,35.92
"BGC",2001,5.75,6.05,3.48,5.56,0,0,0.7,0,0,1.54,6.02,7.68,36.78
"BGC",2002,3,1.33,3.6,2.16,2.21,0.05,0,0,0,0.23,7.05,8.34,27.97
"BGC",2003,0.46,4.06,3.28,7.65,2.85,0,0.8,0.77,0.1,0.14,2.36,6.54,29.01
"BGC",2004,1.47,6.06,1,0.78,0.65,0,NA,NA,0.21,7.82,1.9,6.7,26.59
"BGC",2005,11.38,6.38,7.59,2.07,6.73,0,0,0.25,0.45,0.67,1.18,11.07,47.77
"BGC",2006,7.84,5.33,9.44,11.02,1.9,0,1.84,0,NA,0.88,0.93,5.01,44.19
"BGC",2007,1.15,6.35,2.1,1.21,0.31,0,0.01,0.39,NA,0.45,0.43,3.2,15.6
"BGC",2008,8.85,5.87,0.59,0,1.75,0,0.95,0,0.01,1.83,3.49,3.52,26.86
"BGC",2009,4.93,5.43,2.36,1.3,1.28,0.93,0,0.36,0,5.64,0.36,4.54,27.13
"BGC",2010,6.79,6.36,2.8,4.95,1.02,0,0,0,0.34,4.84,3.55,12.26,42.91
"BGC",2011,2.47,4.46,9.08,1.65,2.66,2.48,0,0,0.43,2.57,1.18,0,26.98
"BGC",2012,4.17,1.37,4.49,3.68,0.15,0.22,0,0.42,0.02,1.08,5.05,6.55,27.2
"BGC",2013,1.5,0.6,2.1,0.7,NA,NA,NA,NA,NA,1.2,0.5,0.84,7.44
"BGC",2014,1.59,5.74,2.28,3.34,NA,0,0,NA,NA,NA,NA,NA,12.95
"BGS",1990,5.53,3.7,2.38,1.06,2.35,0,0,0,0.49,0.01,0.63,1.84,17.99
"BGS",1991,0.71,4.96,20.72,1.55,0.09,1.91,0,0.06,0,2.76,0.72,7.82,41.3
